video_id,index,body_speed
kor20230902m00008_20230902_001,24,-0.0006662956494569078
kor20230902m00008_20230902_001,48,0.02423391706533276
kor20230902m00008_20230902_001,72,0.06766948837412767
kor20230902m00008_20230902_001,96,0.9253600762156458
kor20230902m00008_20230902_001,120,1.71023101852122
kor20230902m00008_20230902_001,144,2.9125679182535116
kor20230902m00008_20230902_001,168,3.795631049563458
kor20230902m00008_20230902_001,192,5.371160111137064
kor20230902m00008_20230902_001,216,6.166192763746693
kor20230902m00008_20230902_001,240,7.260675982879819
kor20230902m00008_20230902_001,264,7.976113989652059
kor20230902m00008_20230902_001,288,8.183824153930937
kor20230902m00008_20230902_001,312,8.119353797747053
kor20230902m00008_20230902_001,336,8.226546880167723
kor20230902m00008_20230902_001,360,7.908698994833329
kor20230902m00008_20230902_001,384,8.657791594995187
kor20230902m00008_20230902_001,408,8.950567376424162
kor20230902m00008_20230902_001,432,8.277075184586575
kor20230902m00008_20230902_001,456,7.772683806529044
kor20230902m00008_20230902_001,480,7.51221818762772
kor20230902m00008_20230902_001,504,7.9705429032673365
kor20230902m00008_20230902_001,528,7.621343255059769
kor20230902m00008_20230902_001,552,7.659973044717581
kor20230902m00008_20230902_001,576,7.788765136281273
kor20230902m00008_20230902_001,600,7.057044226318973
kor20230902m00008_20230902_001,624,7.077954548936995
kor20230902m00008_20230902_001,648,8.095521819431008
kor20230902m00008_20230902_001,672,8.306635070261951
kor20230902m00008_20230902_001,696,8.450751172970845
kor20230902m00008_20230902_001,720,8.480231783919212
kor20230902m00008_20230902_001,744,8.595404395067314
kor20230902m00008_20230902_001,768,7.896642940913834
kor20230902m00008_20230902_001,792,8.040138421756401
kor20230902m00008_20230902_001,816,7.7861265161587125
kor20230902m00008_20230902_001,840,8.513616259223802
kor20230902m00008_20230902_001,864,8.234164183240356
kor20230902m00008_20230902_001,888,9.558958992445534
kor20230902m00008_20230902_001,912,9.351529243862391
kor20230902m00008_20230902_001,936,9.759252059704583
kor20230902m00008_20230902_001,960,9.396794902857774
kor20230902m00008_20230902_001,984,9.744223024777224
kor20230902m00008_20230902_001,1008,9.666562842519507
kor20230902m00008_20230902_001,1032,9.58490619958842
kor20230902m00008_20230902_001,1056,9.478370628508603
kor20230902m00008_20230902_001,1080,9.554837480475253
kor20230902m00008_20230902_001,1104,9.048249602213591
kor20230902m00008_20230902_001,1128,8.711887635548555
kor20230902m00008_20230902_001,1152,9.068671542557036
kor20230902m00008_20230902_001,1176,8.639894027651286
kor20230902m00008_20230902_001,1200,9.01714360116504
kor20230902m00008_20230902_001,1224,8.266432383125336
kor20230902m00008_20230902_001,1248,7.616030883407938
kor20230902m00008_20230902_001,1272,6.672551130576926
kor20230902m00008_20230902_001,1296,6.908975759599238
kor20230902m00008_20230902_001,1320,5.985361497439526
kor20230902m00008_20230902_001,1344,6.267042674122232
kor20230902m00008_20230902_001,1368,5.9740832545324425
kor20230902m00008_20230902_001,1392,6.034978125175984
kor20230902m00008_20230902_001,1416,6.636747822505803
kor20230902m00008_20230902_001,1440,6.889189183344072
kor20230902m00008_20230902_001,1464,7.130344107485019
kor20230902m00008_20230902_001,1488,7.352792230257162
kor20230902m00008_20230902_001,1512,7.988416770543743
kor20230902m00008_20230902_001,1536,7.9363911771264375
kor20230902m00008_20230902_001,1560,8.132069781390003
kor20230902m00008_20230902_001,1584,7.695827120920344
kor20230902m00008_20230902_001,1608,7.308856665683858
kor20230902m00008_20230902_001,1632,7.202303555994966
kor20230902m00008_20230902_001,1656,7.0432739144092915
kor20230902m00008_20230902_001,1680,6.9432632901767475
kor20230902m00008_20230902_001,1704,6.618182222761559
kor20230902m00008_20230902_001,1728,5.811597401843796
kor20230902m00008_20230902_001,1752,4.409453590705009
kor20230902m00008_20230902_001,1776,4.447152348747338
kor20230902m00008_20230902_001,1800,4.2629245693945865
